Category Slug,Category Rank,Name,Weapon Type,Archetype,Overall %,Δ 2 Weeks
"sniper-rifles","15","Tatara Gaze","","Aggressive Frame","1.60%","∞%"
"sniper-rifles","16","Rapid Growth","","Rapid-Fire Frame","1.53%","∞%"
"sniper-rifles","17","Eye of Sol","","Adaptive Frame","1.49%","∞%"
"sniper-rifles","18","Praedyth's Revenge","","Rapid-Fire Frame","1.45%","∞%"
"sniper-rifles","19","Something Something","","Aggressive Frame","1.42%","∞%"
"sniper-rifles","20","1000 Yard Stare","","Adaptive Frame","1.37%","∞%"
"sniper-rifles","21","Beloved","","Adaptive Frame","1.34%","∞%"
"sniper-rifles","22","Trophy Hunter","","Aggressive Frame","1.24%","∞%"
"sniper-rifles","23","Defiance of Yasmin","","Adaptive Frame","1.11%","∞%"
"sniper-rifles","24","Embraced Identity","","Adaptive Frame","1.05%","∞%"
"sniper-rifles","25","Succession","","Aggressive Frame","1.04%","∞%"
"sniper-rifles","26","The Helmsman","","High-Impact Frame","0.97%","∞%"
"sniper-rifles","27","Keen Thistle","","Aggressive Frame","0.95%","∞%"
"sniper-rifles","28","Sole Survivor","","Adaptive Frame","0.95%","∞%"
"sniper-rifles","29","Volta Bracket","","Aggressive Frame","0.93%","∞%"
"sniper-rifles","30","Succession","","Aggressive Frame","0.93%","∞%"
"sniper-rifles","31","Lance Ephemeral","","Rapid-Fire Frame","0.89%","∞%"
"sniper-rifles","32","1000 Yard Stare","","Adaptive Frame","0.85%","∞%"
"sniper-rifles","33","Naeem's Lance","","Rapid-Fire Frame","0.84%","∞%"
"sniper-rifles","34","Locus Locutus","","Adaptive Frame","0.84%","∞%"
"sniper-rifles","35","Last Foray","","Aggressive Frame","0.84%","∞%"
"sniper-rifles","36","IKELOS_SR_v1.0.3","","Rapid-Fire Frame","0.82%","∞%"
"sniper-rifles","37","Mechabre","","Aggressive Frame","0.81%","∞%"
"sniper-rifles","38","Frozen Orbit","","Aggressive Frame","0.80%","∞%"
"sniper-rifles","39","Veleda-F","","Aggressive Frame","0.79%","∞%"
"sniper-rifles","40","Tranquility","","Adaptive Frame","0.74%","∞%"
"sniper-rifles","41","Keen Thistle","","Aggressive Frame","0.69%","∞%"
"sniper-rifles","42","Praedyth's Revenge (Timelost)","","Rapid-Fire Frame","0.69%","∞%"
"sniper-rifles","43","Rapid Growth","","Rapid-Fire Frame","0.68%","∞%"
"sniper-rifles","44","Critical Anomaly","","Aggressive Frame","0.68%","∞%"
"sniper-rifles","45","Fugue-55","","Adaptive Frame","0.66%","∞%"
"sniper-rifles","46","Mercurial Overreach","","Adaptive Frame","0.65%","∞%"
"sniper-rifles","47","Eye of Sol","","Adaptive Frame","0.65%","∞%"
"sniper-rifles","48","Uzume RR4 (Adept)","","Adaptive Frame","0.63%","∞%"
"sniper-rifles","49","The Domino","","Adaptive Frame","0.61%","∞%"
"sniper-rifles","50","Twilight Oath","","Rapid-Fire Frame","0.59%","∞%"
"sniper-rifles","51","Omniscient Eye","","Rapid-Fire Frame","0.59%","∞%"
"sniper-rifles","52","Succession","","Aggressive Frame","0.57%","∞%"
"sniper-rifles","53","Praedyth's Revenge","","Rapid-Fire Frame","0.57%","∞%"
"sniper-rifles","54","A Distant Pull","","Rapid-Fire Frame","0.56%","∞%"
"sniper-rifles","55","Occluded Finality","","Aggressive Frame","0.54%","∞%"
"sniper-rifles","56","Luna Regolith III","","Aggressive Frame","0.54%","∞%"
"sniper-rifles","57","Apostate","","Rapid-Fire Frame","0.53%","∞%"
"sniper-rifles","58","Sovereignty","","Adaptive Frame","0.52%","∞%"
"sniper-rifles","59","Long Shadow","","Adaptive Frame","0.52%","∞%"
"sniper-rifles","60","Irukandji","","Rapid-Fire Frame","0.52%","∞%"
"sniper-rifles","61","Last Foray","","Aggressive Frame","0.51%","∞%"
"sniper-rifles","62","Thoughtless","","Adaptive Frame","0.49%","∞%"
"sniper-rifles","63","Father's Sins","","Rapid-Fire Frame","0.47%","∞%"
"sniper-rifles","64","Adored","","Adaptive Frame","0.47%","∞%"
"sniper-rifles","65","Gallu RR3","","Adaptive Frame","0.46%","∞%"
"sniper-rifles","66","Mechabre","","Aggressive Frame","0.46%","∞%"
"sniper-rifles","67","Mercurial Overreach","","Adaptive Frame","0.46%","∞%"
"sniper-rifles","68","IKELOS_SR_v1.0.2","","Rapid-Fire Frame","0.46%","∞%"
"sniper-rifles","69","Alone as a god","","Rapid-Fire Frame","0.44%","∞%"
"sniper-rifles","70","Mechabre","","Aggressive Frame","0.43%","∞%"
"sniper-rifles","71","Naeem's Lance","","Rapid-Fire Frame","0.43%","∞%"
"sniper-rifles","72","Keen Thistle (Adept)","","Aggressive Frame","0.42%","∞%"
"sniper-rifles","73","Uzume RR4 (Adept)","","Adaptive Frame","0.42%","∞%"
"sniper-rifles","74","Tatara Gaze","","Aggressive Frame","0.37%","∞%"
"sniper-rifles","75","Twilight Oath","","Rapid-Fire Frame","0.36%","∞%"
"sniper-rifles","76","Far Future","","Adaptive Frame","0.36%","∞%"
"sniper-rifles","77","Beloved","","Adaptive Frame","0.35%","∞%"
"sniper-rifles","78","The Long Walk","","Aggressive Frame","0.35%","∞%"
"sniper-rifles","79","Shepherd's Watch","","Adaptive Frame","0.34%","∞%"
"sniper-rifles","80","Sole Survivor","","Adaptive Frame","0.33%","∞%"
"sniper-rifles","81","Mechabre","","Aggressive Frame","0.32%","∞%"
"sniper-rifles","82","Distant Tumulus","","Rapid-Fire Frame","0.32%","∞%"
"sniper-rifles","83","Eye of Sol (Adept)","","Adaptive Frame","0.32%","∞%"
"sniper-rifles","84","Defiance of Yasmin (Harrowed)","","Adaptive Frame","0.32%","∞%"
"sniper-rifles","85","Bite of the Fox","","Aggressive Frame","0.30%","∞%"
"sniper-rifles","86","Silicon Neuroma (Adept)","","Aggressive Frame","0.29%","∞%"
"sniper-rifles","87","Uzume RR4 (Adept)","","Adaptive Frame","0.28%","∞%"
"sniper-rifles","88","The Supremacy","","Rapid-Fire Frame","0.28%","∞%"
"sniper-rifles","89","Apostate","","Rapid-Fire Frame","0.27%","∞%"
"sniper-rifles","90","Bite of the Fox","","Aggressive Frame","0.27%","∞%"
"sniper-rifles","91","Frozen Orbit","","Aggressive Frame","0.25%","∞%"
"sniper-rifles","92","Albruna-D","","Aggressive Frame","0.25%","∞%"
"sniper-rifles","93","Eye of Sol (Adept)","","Adaptive Frame","0.25%","∞%"
"sniper-rifles","94","Omniscient Eye","","Rapid-Fire Frame","0.23%","∞%"
"sniper-rifles","95","Eye of Sol (Adept)","","Adaptive Frame","0.23%","∞%"
"sniper-rifles","96","Silicon Neuroma","","Aggressive Frame","0.23%","∞%"
"sniper-rifles","97","Twilight Oath","","Rapid-Fire Frame","0.21%","∞%"
"sniper-rifles","98","Praedyth's Revenge (Timelost)","","Rapid-Fire Frame","0.21%","∞%"
"sniper-rifles","99","Tatara Gaze","","Aggressive Frame","0.20%","∞%"
"sniper-rifles","100","Widow's Bite","","Rapid-Fire Frame","0.18%","∞%"
"submachine-guns","1","Yeartide Apex","","Lightweight Frame","6.34%","∞%"
"submachine-guns","2","M-17 ""Fast Talker""","","Balanced Heat Weapon","5.28%","∞%"
"submachine-guns","3","Multimach CCX","","Lightweight Frame","3.84%","∞%"
"submachine-guns","4","Prolonged Engagement","","Lightweight Frame","3.72%","∞%"
"submachine-guns","5","Unending Tempest","","Precision Frame","3.50%","∞%"
"submachine-guns","6","MIDA Mini-Tool","","MIDA Synergy","3.23%","∞%"
"submachine-guns","7","Whatchamacallit","","Aggressive Burst","2.95%","∞%"
"submachine-guns","8","Out of Bounds","","Lightweight Frame","2.71%","∞%"
"submachine-guns","9","Yeartide Apex","","Lightweight Frame","2.62%","∞%"
"submachine-guns","10","DEADHORSE 04","","Adaptive Frame","2.41%","∞%"
"submachine-guns","11","Osteo Striga","","Screaming Swarm","2.16%","∞%"
"submachine-guns","12","IKELOS_SMG_v1.0.3","","Aggressive Frame","1.95%","∞%"
"submachine-guns","13","Peculiar Charm","","Aggressive Burst","1.80%","∞%"
"submachine-guns","14","The Immortal","","Aggressive Frame","1.76%","∞%"
"submachine-guns","15","Seventh Seraph VY-7","","Precision Frame","1.73%","∞%"
"submachine-guns","16","Gunburn","","Lightweight Frame","1.71%","∞%"
"submachine-guns","17","Antedate","","Adaptive Frame","1.70%","∞%"
"submachine-guns","18","Qua Nilus II","","Adaptive Frame","1.67%","∞%"
"submachine-guns","19","CALUS Mini-Tool","","MIDA Synergy","1.62%","∞%"
"submachine-guns","20","Death Adder","","Lightweight Frame","1.59%","∞%"
"submachine-guns","21","Submission","","Lightweight Frame","1.41%","∞%"
"submachine-guns","22","M-17 ""Fast Talker""","","Balanced Heat Weapon","1.39%","∞%"
"submachine-guns","23","The Recluse","","Lightweight Frame","1.39%","∞%"
"submachine-guns","24","Funnelweb","","Lightweight Frame","1.38%","∞%"
"submachine-guns","25","Perfect Pitch","","Precision Frame","1.28%","∞%"
"submachine-guns","26","Barrow-Dyad","","Panic Response","1.23%","∞%"
"submachine-guns","27","Shayura's Wrath","","Precision Frame","1.22%","∞%"
"submachine-guns","28","Adjudicator","","Precision Frame","1.18%","∞%"
"submachine-guns","29","Bug-Out Bag","","Adaptive Frame","1.14%","∞%"
"submachine-guns","30","Unforgiven","","Aggressive Frame","1.11%","∞%"
"submachine-guns","31","The Recluse","","Lightweight Frame","1.07%","∞%"
"submachine-guns","32","Prolonged Engagement","","Lightweight Frame","1.07%","∞%"
"submachine-guns","33","Seraphine Haze","","Aggressive Frame","1.04%","∞%"
"submachine-guns","34","Vikala SMG4","","Balanced Heat Weapon","1.01%","∞%"
"submachine-guns","35","Whatchamacallit","","Aggressive Burst","0.90%","∞%"
"submachine-guns","36","Unending Tempest","","Precision Frame","0.82%","∞%"
"submachine-guns","37","Parabellum","","Adaptive Frame","0.82%","∞%"
"submachine-guns","38","Multimach CCX","","Lightweight Frame","0.75%","∞%"
"submachine-guns","39","Synchronic Roulette","","Precision Frame","0.69%","∞%"
"submachine-guns","40","The Immortal (Adept)","","Aggressive Frame","0.67%","∞%"
"submachine-guns","41","Imminence","","Lightweight Frame","0.67%","∞%"
"submachine-guns","42","Shayura's Wrath","","Precision Frame","0.66%","∞%"
"submachine-guns","43","Unending Tempest","","Precision Frame","0.65%","∞%"
"submachine-guns","44","Parabellum","","Adaptive Frame","0.65%","∞%"
"submachine-guns","45","Yarovit MG4","","Lightweight Frame","0.64%","∞%"
"submachine-guns","46","No Survivors","","Aggressive Frame","0.64%","∞%"
"submachine-guns","47","The Recluse","","Lightweight Frame","0.63%","∞%"
"submachine-guns","48","IKELOS_SMG_v1.0.2","","Aggressive Frame","0.63%","∞%"
"submachine-guns","49","Unforgiven","","Aggressive Frame","0.60%","∞%"
"submachine-guns","50","Boondoggle Mk. 55","","Aggressive Frame","0.56%","∞%"
"submachine-guns","51","Every Waking Moment","","Precision Frame","0.55%","∞%"
"submachine-guns","52","Shayura's Wrath","","Precision Frame","0.54%","∞%"
"submachine-guns","53","Gunburn","","Lightweight Frame","0.52%","∞%"
"submachine-guns","54","Mirror Imago","","Adaptive Frame","0.51%","∞%"
"submachine-guns","55","Noxious Vetiver","","Precision Frame","0.51%","∞%"
"submachine-guns","56","The Immortal","","Aggressive Frame","0.50%","∞%"
"submachine-guns","57","Extraordinary Rendition","","Aggressive Frame","0.50%","∞%"
"submachine-guns","58","No Survivors","","Aggressive Frame","0.47%","∞%"
"submachine-guns","59","Subjunctive","","Lightweight Frame","0.46%","∞%"
"submachine-guns","60","Shayura's Wrath (Adept)","","Precision Frame","0.46%","∞%"
"submachine-guns","61","No Survivors","","Aggressive Frame","0.46%","∞%"
"submachine-guns","62","Rapacious Appetite","","Aggressive Frame","0.45%","∞%"
"submachine-guns","63","Seventh Seraph VY-7","","Precision Frame","0.44%","∞%"
"submachine-guns","64","The Title","","Aggressive Frame","0.43%","∞%"
"submachine-guns","65","Shayura's Wrath (Adept)","","Precision Frame","0.43%","∞%"
"submachine-guns","66","The Title","","Aggressive Frame","0.42%","∞%"
"submachine-guns","67","Forensic Nightmare","","Precision Frame","0.40%","∞%"
"submachine-guns","68","Out of Bounds","","Lightweight Frame","0.39%","∞%"
"submachine-guns","69","Synchronic Roulette","","Precision Frame","0.37%","∞%"
"submachine-guns","70","The Title","","Aggressive Frame","0.37%","∞%"
"submachine-guns","71","Prolonged Engagement","","Lightweight Frame","0.36%","∞%"
"submachine-guns","72","Blood Feud","","Aggressive Frame","0.36%","∞%"
"submachine-guns","73","Borrowed Time","","Aggressive Frame","0.35%","∞%"
"submachine-guns","74","Adjudicator","","Precision Frame","0.35%","∞%"
"submachine-guns","75","Enyo-D","","Precision Frame","0.35%","∞%"
"submachine-guns","76","The Title","","Aggressive Frame","0.35%","∞%"
"submachine-guns","77","Stochastic Variable","","Lightweight Frame","0.35%","∞%"
"submachine-guns","78","Multimach CCX","","Lightweight Frame","0.34%","∞%"
"submachine-guns","79","Mirror Imago (Adept)","","Adaptive Frame","0.33%","∞%"
"submachine-guns","80","No Survivors","","Aggressive Frame","0.33%","∞%"
"submachine-guns","81","No Survivors (Adept)","","Aggressive Frame","0.33%","∞%"
"submachine-guns","82","Escape Velocity","","Lightweight Frame","0.31%","∞%"
"submachine-guns","83","Death Adder","","Lightweight Frame","0.31%","∞%"
"submachine-guns","84","The Title","","Aggressive Frame","0.31%","∞%"
"submachine-guns","85","Vikala SMG4","","Balanced Heat Weapon","0.30%","∞%"
"submachine-guns","86","The Hero's Burden","","Adaptive Frame","0.29%","∞%"
"submachine-guns","87","Submission (Adept)","","Lightweight Frame","0.28%","∞%"
"submachine-guns","88","Pizzicato-22","","Adaptive Frame","0.27%","∞%"
"submachine-guns","89","The Hero's Burden","","Adaptive Frame","0.25%","∞%"
"submachine-guns","90","Bug-Out Bag","","Adaptive Frame","0.24%","∞%"
"submachine-guns","91","The Showrunner","","Lightweight Frame","0.24%","∞%"
"submachine-guns","92","Friction Fire","","Precision Frame","0.24%","∞%"
"submachine-guns","93","Cold Front","","Aggressive Frame","0.24%","∞%"
"submachine-guns","94","Out of Bounds","","Lightweight Frame","0.19%","∞%"
"submachine-guns","95","Mirror Imago","","Adaptive Frame","0.17%","∞%"
"submachine-guns","96","Imminence (Adept)","","Lightweight Frame","0.16%","∞%"
"submachine-guns","97","Cold Front","","Aggressive Frame","0.13%","∞%"
"submachine-guns","98","The Hero's Burden","","Adaptive Frame","0.12%","∞%"
"submachine-guns","99","Every Waking Moment","","Precision Frame","0.11%","∞%"
"submachine-guns","100","Cold Front","","Aggressive Frame","0.09%","∞%"
"swords","1","Praxic Blade","","Ranged Weapon","13.30%","∞%"
"swords","2","Ergo Sum","","Wave Sword Frame","10.67%","∞%"
"swords","3","The Slammer","","Vortex Frame","6.66%","∞%"
"swords","4","Aurora Dawn","","Wave Sword Frame","6.48%","∞%"
"swords","5","Sullen Claw","","Lightweight Frame","4.98%","∞%"
"swords","6","Eighty-Six","","Vortex Frame","4.87%","∞%"
"swords","7","The Other Half","","Adaptive Frame","3.85%","∞%"
"swords","8","Synanceia","","Wave Sword Frame","3.60%","∞%"
"swords","9","Half-Truths","","Adaptive Frame","2.99%","∞%"
"swords","10","The Slammer (Adept)","","Vortex Frame","2.65%","∞%"
"swords","11","Temptation's Hook","","Caster Frame","2.28%","∞%"
"swords","12","Stryker's Sure-Hand","","Aggressive Frame","1.88%","∞%"
"swords","13","Falling Guillotine","","Vortex Frame","1.86%","∞%"
"swords","14","Falling Guillotine","","Vortex Frame","1.77%","∞%"
"swords","15","Terciopelo-4bl","","Lightweight Frame","1.70%","∞%"
"swords","16","Wolfsbane","","Resurgence Directive","1.56%","∞%"
"swords","17","Chivalric Fire","","Caster Frame","1.34%","∞%"
"swords","18","Falling Guillotine","","Vortex Frame","1.20%","∞%"
"swords","19","The Slammer","","Vortex Frame","1.07%","∞%"
"swords","20","Sola's Scar","","Caster Frame","1.00%","∞%"
"swords","21","Dragoncult Sickle","","Caster Frame","0.98%","∞%"
"swords","22","Bequest","","Adaptive Frame","0.98%","∞%"
"swords","23","Nasreddin","","Lightweight Frame","0.91%","∞%"
"swords","24","Hero of Ages","","Aggressive Frame","0.87%","∞%"
"swords","25","Hardline Cut","","Adaptive Frame","0.84%","∞%"
"swords","26","Ill Omen","","Caster Frame","0.81%","∞%"
"swords","27","Abyssal Edge","","Wave Sword Frame","0.80%","∞%"
"swords","28","False Idols","","Vortex Frame","0.76%","∞%"
"swords","29","Thin Precipice","","Vortex Frame","0.75%","∞%"
"swords","30","Throne-Cleaver","","Aggressive Frame","0.75%","∞%"
"swords","31","Falling Guillotine","","Vortex Frame","0.71%","∞%"
"swords","32","Night Terror","","Caster Frame","0.70%","∞%"
"swords","33","Temptation's Hook","","Caster Frame","0.69%","∞%"
"swords","34","Terciopelo-4bl","","Lightweight Frame","0.68%","∞%"
"swords","35","Abide the Return","","Adaptive Frame","0.68%","∞%"
"swords","36","The Slammer","","Vortex Frame","0.58%","∞%"
"swords","37","Dragoncult Sickle","","Caster Frame","0.58%","∞%"
"swords","38","Hero of Ages","","Vortex Frame","0.57%","∞%"
"swords","39","Goldtusk","","Lightweight Frame","0.56%","∞%"
"swords","40","Caretaker","","Adaptive Frame","0.55%","∞%"
"swords","41","Geodetic HSm","","Adaptive Frame","0.53%","∞%"
"swords","42","Aurora Dawn","","Wave Sword Frame","0.51%","∞%"
"swords","43","Stryker's Sure-Hand","","Aggressive Frame","0.48%","∞%"
"swords","44","Razor's Edge","","Vortex Frame","0.46%","∞%"
"swords","45","Summum Bonum","","Wave Sword Frame","0.44%","∞%"
"swords","46","Nasreddin","","Adaptive Frame","0.44%","∞%"
"swords","47","Zephyr","","Adaptive Frame","0.40%","∞%"
"swords","48","Abyssal Edge","","Wave Sword Frame","0.38%","∞%"
"swords","49","Sola's Scar","","Caster Frame","0.36%","∞%"
"swords","50","Synanceia","","Wave Sword Frame","0.36%","∞%"
"swords","51","Just in Case","","Adaptive Frame","0.34%","∞%"
"swords","52","Temptation's Hook","","Caster Frame","0.32%","∞%"
"swords","53","Abide the Return","","Adaptive Frame","0.30%","∞%"
"swords","54","Death's Razor","","Vortex Frame","0.29%","∞%"
"swords","55","Double-Edged Answer","","Adaptive Frame","0.26%","∞%"
"swords","56","Honor's Edge","","Adaptive Frame","0.26%","∞%"
"swords","57","Negative Space","","Adaptive Frame","0.25%","∞%"
"swords","58","Steel Sybil Z-14","","Adaptive Frame","0.25%","∞%"
"swords","59","Synanceia","","Wave Sword Frame","0.24%","∞%"
"swords","60","Abyssal Edge (Adept)","","Wave Sword Frame","0.23%","∞%"
"swords","61","Sola's Scar (Adept)","","Caster Frame","0.22%","∞%"
"swords","62","Zephyr","","Adaptive Frame","0.21%","∞%"
"swords","63","Synanceia","","Wave Sword Frame","0.21%","∞%"
"swords","64","Abide the Return","","Adaptive Frame","0.20%","∞%"
"swords","65","Zephyr","","Adaptive Frame","0.16%","∞%"
"swords","66","Zephyr","","Adaptive Frame","0.15%","∞%"
"swords","67","Summum Bonum (Adept)","","Wave Sword Frame","0.14%","∞%"
"swords","68","Zephyr","","Adaptive Frame","0.13%","∞%"
"swords","69","Abyssal Edge","","Wave Sword Frame","0.13%","∞%"
"swords","70","Night Terror","","Adaptive Frame","0.12%","∞%"
"swords","71","Stryker's Sure-Hand","","Adaptive Frame","0.11%","∞%"
"swords","72","Hardline Cut","","Adaptive Frame","0.10%","∞%"
"swords","73","Hardline Cut","","Adaptive Frame","0.10%","∞%"
"swords","74","Abyssal Edge (Adept)","","Wave Sword Frame","0.10%","∞%"
"swords","75","Synanceia","","Wave Sword Frame","0.10%","∞%"
"swords","76","Hardline Cut","","Adaptive Frame","0.10%","∞%"
"swords","77","Hardline Cut","","Adaptive Frame","0.08%","∞%"
"swords","78","Just in Case","","Adaptive Frame","0.02%","∞%"
"swords","79","Crown-Splitter","","Aggressive Frame","0.02%","∞%"
"swords","80","Quickfang","","Lightweight Frame","0.01%","∞%"
"swords","81","Eternity's Edge","","Vortex Frame","0.01%","∞%"
"swords","82","Goldtusk","","Lightweight Frame","0.00%","∞%"
"swords","83","Throne-Cleaver","","Aggressive Frame","0.00%","∞%"
"swords","84","Death's Razor","","Adaptive Frame","0.00%","∞%"
"trace-rifles","1","Keraunios","","Adaptive Frame","13.11%","∞%"
"trace-rifles","2","Unsworn","","Adaptive Frame","9.67%","∞%"
"trace-rifles","3","Ribbontail","","Adaptive Frame","8.36%","∞%"
"trace-rifles","4","Acasia's Dejection","","Adaptive Frame","7.06%","∞%"
"trace-rifles","5","Retraced Path","","Adaptive Frame","6.92%","∞%"
"trace-rifles","6","Action Item","","Adaptive Frame","6.83%","∞%"
"trace-rifles","7","Unsworn","","Adaptive Frame","5.71%","∞%"
"trace-rifles","8","Warlord's Spear","","Adaptive Frame","4.67%","∞%"
"trace-rifles","9","Keraunios","","Adaptive Frame","4.65%","∞%"
"trace-rifles","10","Hollow Denial","","Adaptive Frame","4.40%","∞%"
"trace-rifles","11","Keraunios","","Adaptive Frame","4.40%","∞%"
"trace-rifles","12","Chronophage","","Adaptive Frame","4.32%","∞%"
"trace-rifles","13","Path of Least Resistance","","Adaptive Frame","4.02%","∞%"
"trace-rifles","14","Appetence","","Adaptive Frame","3.80%","∞%"
"trace-rifles","15","Action Item","","Adaptive Frame","2.03%","∞%"
"trace-rifles","16","Acasia's Dejection (Adept)","","Adaptive Frame","1.80%","∞%"
"trace-rifles","17","Incisor","","Adaptive Frame","1.46%","∞%"
"trace-rifles","18","Incisor (Adept)","","Adaptive Frame","1.07%","∞%"
"trace-rifles","19","Ribbontail","","Adaptive Frame","0.95%","∞%"
"trace-rifles","20","Incisor","","Adaptive Frame","0.88%","∞%"
"trace-rifles","21","Incisor (Adept)","","Adaptive Frame","0.83%","∞%"
"trace-rifles","22","Ribbontail","","Adaptive Frame","0.65%","∞%"
"trace-rifles","23","Ribbontail","","Adaptive Frame","0.58%","∞%"
"trace-rifles","24","Action Item","","Adaptive Frame","0.52%","∞%"
"trace-rifles","25","Action Item","","Adaptive Frame","0.51%","∞%"
"trace-rifles","26","Ribbontail","","Adaptive Frame","0.40%","∞%"
"trace-rifles","27","Action Item","","Adaptive Frame","0.39%","∞%"
